"ent_regis","anio_regis","week_regis","deaths_count","channel_endemic_estimation","farrington_estimation_all","farrington_partial","date_ref"
"Illinois",2020,9,2209,2136.6,2280.15282735673,2280.15282735673,2020-02-26
"Illinois",2020,10,2254,2160.8,2245.13531668873,2245.13531668873,2020-03-04
"Illinois",2020,11,2191,2135.8,2211.33656674282,2211.33656674282,2020-03-11
"Illinois",2020,12,2283,2201.6,2202.59636835145,2202.59636835145,2020-03-18
"Illinois",2020,13,2304,2135.8,2191.59230853994,2191.59230853994,2020-03-25
"Illinois",2020,14,2622,2110.8,2196.98827563317,2196.98827563317,2020-04-01
"Illinois",2020,15,2870,2123.4,2191.61817682494,2191.61817682494,2020-04-08
"Illinois",2020,16,2912,2045.2,2155.04201198195,2155.04201198195,2020-04-15
"Illinois",2020,17,3010,2049.8,2129.1179387755,2129.1179387755,2020-04-22
"Illinois",2020,18,2952,2088.2,2094.23463338586,2094.23463338586,2020-04-29
"Illinois",2020,19,2962,1968.6,2119.045735975,2119.045735975,2020-05-06
"Illinois",2020,20,2865,2010.4,2097.54139932341,2097.54139932341,2020-05-13
"Illinois",2020,21,2638,2003,2072.71401767206,2072.71401767206,2020-05-20
"Illinois",2020,22,2547,1973.6,2006.84754453452,2006.84754453452,2020-05-27
"Illinois",2020,23,2511,1961.2,2000.01682208222,2000.01682208222,2020-06-03
"Illinois",2020,24,2270,1888.2,1991.14205744845,1991.14205744845,2020-06-10
"Illinois",2020,25,2255,1960.4,2028.65551095063,2028.65551095063,2020-06-17
"Illinois",2020,26,2134,1918.6,2027.61070879114,2027.61070879114,2020-06-24
"Illinois",2020,27,2182,1941.4,2016.44026609058,2016.44026609058,2020-07-01
"Illinois",2020,28,2189,1961,2014.95547464139,2014.95547464139,2020-07-08
"Illinois",2020,29,2087,1925.2,2006.82993280928,2006.82993280928,2020-07-15
"Illinois",2020,30,2034,1902.2,1963.87930714272,1963.87930714272,2020-07-22
"Illinois",2020,31,2071,1900.4,1964.07934588017,1964.07934588017,2020-07-29
"Illinois",2020,32,2138,1916.6,1966.97777915409,1966.97777915409,2020-08-05
"Illinois",2020,33,2126,1891,1967.35015274824,1967.35015274824,2020-08-12
"Illinois",2020,34,2151,1912.8,1974.2160085796,1974.2160085796,2020-08-19
"Illinois",2020,35,2120,1916.2,2005.39789232575,2005.39789232575,2020-08-26
"Illinois",2020,36,2198,1962.4,2020.61488746252,2020.61488746252,2020-09-02
"Illinois",2020,37,2080,2006.8,2034.03292357591,2034.03292357591,2020-09-09
"Illinois",2020,38,2080,2014,2051.31117685061,2051.31117685061,2020-09-16
"Illinois",2020,39,2295,1992.8,2072.45404467592,2072.45404467592,2020-09-23
"Illinois",2020,40,2138,2026,2148.44248579289,2148.44248579289,2020-09-30
"Illinois",2020,41,2333,2002.8,2156.99669025154,2156.99669025154,2020-10-07
"Illinois",2020,42,2281,2091.6,2204.28662837605,2204.28662837605,2020-10-14
"Illinois",2020,43,2290,2088,2243.12492514931,2243.12492514931,2020-10-21
"Illinois",2020,44,2455,2061,2250.74320847486,2250.74320847486,2020-10-28
"Illinois",2020,45,2699,2086.4,2154.0557353927,2154.0557353927,2020-11-04
"Illinois",2020,46,2905,2113.2,2206.70190833207,2206.70190833207,2020-11-11
"Illinois",2020,47,3186,2074,2180.1107501447,2180.1107501447,2020-11-18
"Illinois",2020,48,3151,2094.2,2204.90753620124,2204.90753620124,2020-11-25
"Illinois",2020,49,3282,2175.4,2244.76137302123,2244.76137302123,2020-12-02
"Illinois",2020,50,3345,2218.8,2291.59139416437,2291.59139416437,2020-12-09
"Illinois",2020,51,3130,2196,2355.14420056803,2355.14420056803,2020-12-16
"Illinois",2020,52,3040,2325.6,2395.7815605422,2395.7815605422,2020-12-23
"Illinois",2020,53,3031,NA,2420.72972502102,2420.72972502102,2020-12-30
"Illinois",2021,1,2797,2532.6,2420.46276295466,2426.18759112857,2021-01-01
"Illinois",2021,2,2737,2541.2,2423.23648589555,2420.20176799187,2021-01-08
"Illinois",2021,3,2614,2392.8,2391.13742917121,2428.68939267855,2021-01-15
"Illinois",2021,4,2587,2326,2310.48916291994,2400.49657593872,2021-01-22
"Illinois",2021,5,2564,2223,2323.19452993219,2377.58631759379,2021-01-29
"Illinois",2021,6,2481,2264,2311.78231833595,2328.05759520426,2021-02-05
"Illinois",2021,7,2442,2248.2,2296.58645340019,2300.03816361922,2021-02-12
"Illinois",2021,8,2337,2243.4,2310.00520928714,2286.37635518783,2021-02-19
"Illinois",2021,9,2181,2136.6,2288.70030374726,2280.15282735673,2021-02-26
"Illinois",2021,10,2113,2160.8,2382.48540530152,2245.13531668873,2021-03-05
"Illinois",2021,11,2123,2135.8,2439.35766164259,2211.33656674282,2021-03-12
"Illinois",2021,12,2130,2201.6,2592.04679237716,2202.59636835145,2021-03-19
"Illinois",2021,13,2179,2135.8,2783.28737639782,2191.59230853994,2021-03-26
"Illinois",2021,14,2232,2110.8,3004.27845343604,2196.98827563317,2021-04-02
"Illinois",2021,15,2111,2123.4,3275.25846408043,2191.61817682494,2021-04-09
"Illinois",2021,16,2223,2045.2,3525.8168549595,2155.04201198195,2021-04-16
"Illinois",2021,17,2225,2049.8,3535.95996485406,2129.1179387755,2021-04-23
"Illinois",2021,18,2159,2088.2,3362.04384704777,2094.23463338586,2021-04-30
"Illinois",2021,19,2133,1968.6,3200.27790041143,2119.045735975,2021-05-07
"Illinois",2021,20,2219,2010.4,3022.04175226389,2097.54139932341,2021-05-14
"Illinois",2021,21,2032,2003,2876.83636907098,2072.71401767206,2021-05-21
"Illinois",2021,22,2191,1973.6,2701.02976486195,2006.84754453452,2021-05-28
"Illinois",2021,23,2123,1961.2,2511.98250496863,2000.01682208222,2021-06-04
"Illinois",2021,24,2038,1888.2,2451.47705364256,1991.14205744845,2021-06-11
"Illinois",2021,25,1998,1960.4,2394.34436357242,2028.65551095063,2021-06-18
"Illinois",2021,26,2063,1918.6,2297.4634364822,2027.61070879114,2021-06-25
"Illinois",2021,27,2108,1941.4,2248.89237350609,2016.44026609058,2021-07-02
"Illinois",2021,28,2112,1961,2250.60144510139,2014.95547464139,2021-07-09
"Illinois",2021,29,2085,1925.2,2255.41713216051,2006.82993280928,2021-07-16
"Illinois",2021,30,2078,1902.2,2249.96498637133,1963.87930714272,2021-07-23
"Illinois",2021,31,2117,1900.4,2236.38723514559,1964.07934588017,2021-07-30
"Illinois",2021,32,2179,1916.6,2266.86963189983,1966.97777915409,2021-08-06
"Illinois",2021,33,2268,1891,2289.11615459957,1967.35015274824,2021-08-13
"Illinois",2021,34,2297,1912.8,2301.11081042034,1974.2160085796,2021-08-20
"Illinois",2021,35,2365,1916.2,2308.96901548524,2005.39789232575,2021-08-27
"Illinois",2021,36,2384,1962.4,2295.50496148461,2020.61488746252,2021-09-03
"Illinois",2021,37,2290,2006.8,2320.23615381642,2034.03292357591,2021-09-10
"Illinois",2021,38,2324,2014,2356.93488096886,2051.31117685061,2021-09-17
"Illinois",2021,39,2367,1992.8,2374.3533385705,2072.45404467592,2021-09-24
"Illinois",2021,40,2336,2026,2463.99942816376,2148.44248579289,2021-10-01
"Illinois",2021,41,2184,2002.8,2538.24886961078,2156.99669025154,2021-10-08
"Illinois",2021,42,2414,2091.6,2613.95755376947,2204.28662837605,2021-10-15
"Illinois",2021,43,2333,2088,2804.00836312824,2243.12492514931,2021-10-22
"Illinois",2021,44,2382,2061,2934.163089877,2250.74320847486,2021-10-29
"Illinois",2021,45,2403,2086.4,3195.02886804286,2154.0557353927,2021-11-05
"Illinois",2021,46,2390,2113.2,3461.41262297995,2206.70190833207,2021-11-12
"Illinois",2021,47,2524,2074,3755.44004717931,2180.1107501447,2021-11-19
"Illinois",2021,48,2549,2094.2,3914.33203926808,2204.90753620124,2021-11-26
"Illinois",2021,49,2663,2175.4,3981.67568655804,2244.76137302123,2021-12-03
"Illinois",2021,50,2658,2218.8,3849.02112794755,2291.59139416437,2021-12-10
"Illinois",2021,51,2797,2196,3660.16772313672,2355.14420056803,2021-12-17
"Illinois",2021,52,2939,2325.6,3442.55890355839,2395.7815605422,2021-12-24
"Illinois",2022,1,3308,2532.6,3237.79605929417,2426.18759112857,2022-01-01
"Illinois",2022,2,3339,2541.2,3100.05033434588,2420.20176799187,2022-01-08
"Illinois",2022,3,3133,2392.8,2986.97064655426,2428.68939267855,2022-01-15
"Illinois",2022,4,2612,2326,2876.04049028089,2400.49657593872,2022-01-22
"Illinois",2022,5,1826,2223,2760.8211192918,2377.58631759379,2022-01-29
"Indiana",2020,1,1470,1552.6,1502.5209013248,1502.5209013248,2020-01-01
"Indiana",2020,2,1386,1550.4,1502.32778229303,1502.32778229303,2020-01-08
"Indiana",2020,3,1389,1487.6,1524.69358926202,1524.69358926202,2020-01-15
"Indiana",2020,4,1422,1444.4,1510.29822259888,1510.29822259888,2020-01-22
"Indiana",2020,5,1380,1423,1491.99147403232,1491.99147403232,2020-01-29
"Indiana",2020,6,1363,1447.8,1476.56684237214,1476.56684237214,2020-02-05
"Indiana",2020,7,1429,1365,1456.38386398317,1456.38386398317,2020-02-12
"Indiana",2020,8,1412,1401.8,1447.63500343767,1447.63500343767,2020-02-19
"Indiana",2020,9,1449,1396.2,1434.65544618025,1434.65544618025,2020-02-26
"Indiana",2020,10,1372,1363.4,1407.40606351722,1407.40606351722,2020-03-04
"Indiana",2020,11,1407,1376.2,1411.29566894584,1411.29566894584,2020-03-11
"Indiana",2020,12,1329,1353.2,1402.72558760835,1402.72558760835,2020-03-18
"Indiana",2020,13,1486,1341.6,1389.23894312709,1389.23894312709,2020-03-25
"Indiana",2020,14,1581,1348.4,1431.43141664471,1431.43141664471,2020-04-01
"Indiana",2020,15,1633,1326.4,1426.38166255594,1426.38166255594,2020-04-08
"Indiana",2020,16,1510,1277.6,1426.70797268077,1426.70797268077,2020-04-15
"Indiana",2020,17,1597,1264.4,1415.62253236389,1415.62253236389,2020-04-22
"Indiana",2020,18,1537,1271,1395.96381416596,1395.96381416596,2020-04-29
"Indiana",2020,19,1583,1283.6,1385.5606248198,1385.5606248198,2020-05-06
"Indiana",2020,20,1572,1227.2,1365.93217088635,1365.93217088635,2020-05-13
"Indiana",2020,21,1474,1265.8,1350.10407822787,1350.10407822787,2020-05-20
"Indiana",2020,22,1383,1191.8,1332.75164292797,1332.75164292797,2020-05-27
"Indiana",2020,23,1396,1235.8,1325.87577876551,1325.87577876551,2020-06-03
"Indiana",2020,24,1392,1207.2,1316.30289647517,1316.30289647517,2020-06-10
"Indiana",2020,25,1353,1199.4,1301.89872513394,1301.89872513394,2020-06-17
"Indiana",2020,26,1380,1221.4,1302.61587428752,1302.61587428752,2020-06-24
"Indiana",2020,27,1345,1206.4,1297.3204672185,1297.3204672185,2020-07-01
"Indiana",2020,28,1352,1182.4,1287.34420780656,1287.34420780656,2020-07-08
"Indiana",2020,29,1383,1233.4,1278.16184989354,1278.16184989354,2020-07-15
"Indiana",2020,30,1318,1168.6,1238.8863379937,1238.8863379937,2020-07-22
"Indiana",2020,31,1367,1192.6,1235.13423859726,1235.13423859726,2020-07-29
"Indiana",2020,32,1344,1181.6,1236.40968251481,1236.40968251481,2020-08-05
"Indiana",2020,33,1372,1217.4,1237.35383458334,1237.35383458334,2020-08-12
"Indiana",2020,34,1359,1199.8,1244.70157030113,1244.70157030113,2020-08-19
"Indiana",2020,35,1356,1236.2,1244.40625439991,1244.40625439991,2020-08-26
"Indiana",2020,36,1271,1215.6,1297.49169269051,1297.49169269051,2020-09-02
"Indiana",2020,37,1343,1254.8,1263.87807815237,1263.87807815237,2020-09-09
"Indiana",2020,38,1409,1198.2,1306.82711153777,1306.82711153777,2020-09-16
"Indiana",2020,39,1441,1227.4,1316.17930018442,1316.17930018442,2020-09-23
"Indiana",2020,40,1411,1254.6,1330.2441253892,1330.2441253892,2020-09-30
"Indiana",2020,41,1442,1240.8,1342.36362936893,1342.36362936893,2020-10-07
"Indiana",2020,42,1524,1252.4,1342.31547218346,1342.31547218346,2020-10-14
"Indiana",2020,43,1513,1283.2,1315.66041601202,1315.66041601202,2020-10-21
"Indiana",2020,44,1600,1312.2,1377.75434001053,1377.75434001053,2020-10-28
"Indiana",2020,45,1655,1273.6,1386.60504312848,1386.60504312848,2020-11-04
"Indiana",2020,46,1721,1303.8,1405.26885431846,1405.26885431846,2020-11-11
"Indiana",2020,47,1936,1315,1424.7223555006,1424.7223555006,2020-11-18
"Indiana",2020,48,2015,1301.4,1396.07235335467,1396.07235335467,2020-11-25
"Indiana",2020,49,1943,1365.4,1413.47311185028,1413.47311185028,2020-12-02
"Indiana",2020,50,2118,1369.8,1450.58975278023,1450.58975278023,2020-12-09
"Indiana",2020,51,2060,1396.2,1480.64713267014,1480.64713267014,2020-12-16
"Indiana",2020,52,2010,1419.8,1485.91928169844,1485.91928169844,2020-12-23
"Indiana",2020,53,2052,NA,1503.95671142761,1503.95671142761,2020-12-30
"Indiana",2021,1,1982,1552.6,1512.44926320437,1502.5209013248,2021-01-01
"Indiana",2021,2,1914,1550.4,1517.18540061558,1502.32778229303,2021-01-08
"Indiana",2021,3,1795,1487.6,1517.391644826,1524.69358926202,2021-01-15
"Indiana",2021,4,1624,1444.4,1491.11956729692,1510.29822259888,2021-01-22
"Indiana",2021,5,1607,1423,1493.93829292669,1491.99147403232,2021-01-29
"Indiana",2021,6,1512,1447.8,1474.88531198892,1476.56684237214,2021-02-05
"Indiana",2021,7,1467,1365,1465.56094959465,1456.38386398317,2021-02-12
"Indiana",2021,8,1440,1401.8,1456.01923717987,1447.63500343767,2021-02-19
"Indiana",2021,9,1415,1396.2,1446.13566026126,1434.65544618025,2021-02-26
"Indiana",2021,10,1378,1363.4,1455.23552014868,1407.40606351722,2021-03-05
"Indiana",2021,11,1305,1376.2,1464.059731367,1411.29566894584,2021-03-12
"Indiana",2021,12,1298,1353.2,1564.15456196272,1402.72558760835,2021-03-19
"Indiana",2021,13,1278,1341.6,1633.73709682668,1389.23894312709,2021-03-26
"Indiana",2021,14,1374,1348.4,1692.98933189543,1431.43141664471,2021-04-02
"Indiana",2021,15,1395,1326.4,1762.51322406153,1426.38166255594,2021-04-09
"Indiana",2021,16,1285,1277.6,1807.46672803481,1426.70797268077,2021-04-16
"Indiana",2021,17,1362,1264.4,1767.44573577955,1415.62253236389,2021-04-23
"Indiana",2021,18,1320,1271,1705.83554879399,1395.96381416596,2021-04-30
"Indiana",2021,19,1291,1283.6,1664.7888386739,1385.5606248198,2021-05-07
"Indiana",2021,20,1360,1227.2,1615.17650766754,1365.93217088635,2021-05-14
"Indiana",2021,21,1329,1265.8,1583.0465252353,1350.10407822787,2021-05-21
"Indiana",2021,22,1402,1191.8,1538.44830051905,1332.75164292797,2021-05-28
"Indiana",2021,23,1304,1235.8,1516.85613887486,1325.87577876551,2021-06-04
"Indiana",2021,24,1409,1207.2,1503.35965380181,1316.30289647517,2021-06-11
"Indiana",2021,25,1281,1199.4,1505.30719518679,1301.89872513394,2021-06-18
"Indiana",2021,26,1296,1221.4,1483.15375926355,1302.61587428752,2021-06-25
"Indiana",2021,27,1337,1206.4,1483.56402749712,1297.3204672185,2021-07-02
"Indiana",2021,28,1295,1182.4,1473.22448629723,1287.34420780656,2021-07-09
"Indiana",2021,29,1257,1233.4,1477.53939129361,1278.16184989354,2021-07-16
"Indiana",2021,30,1346,1168.6,1486.19101666547,1238.8863379937,2021-07-23
"Indiana",2021,31,1355,1192.6,1490.09187014812,1235.13423859726,2021-07-30
"Indiana",2021,32,1439,1181.6,1457.91855853774,1236.40968251481,2021-08-06
"Indiana",2021,33,1495,1217.4,1476.11332910255,1237.35383458334,2021-08-13
"Indiana",2021,34,1547,1199.8,1478.39290319987,1244.70157030113,2021-08-20
"Indiana",2021,35,1540,1236.2,1489.7494470358,1244.40625439991,2021-08-27
"Indiana",2021,36,1678,1215.6,1483.35889320819,1297.49169269051,2021-09-03
"Indiana",2021,37,1704,1254.8,1493.53945783325,1263.87807815237,2021-09-10
"Indiana",2021,38,1734,1198.2,1526.63936207386,1306.82711153777,2021-09-17
"Indiana",2021,39,1694,1227.4,1579.90463406392,1316.17930018442,2021-09-24
"Indiana",2021,40,1624,1254.6,1627.54755831509,1330.2441253892,2021-10-01
"Indiana",2021,41,1606,1240.8,1669.7066808728,1342.36362936893,2021-10-08
"Indiana",2021,42,1563,1252.4,1713.82998783853,1342.31547218346,2021-10-15
"Indiana",2021,43,1622,1283.2,1819.44621625495,1315.66041601202,2021-10-22
"Indiana",2021,44,1596,1312.2,1901.83287990703,1377.75434001053,2021-10-29
"Indiana",2021,45,1597,1273.6,1977.53088845373,1386.60504312848,2021-11-05
"Indiana",2021,46,1633,1303.8,2146.76110682656,1405.26885431846,2021-11-12
"Indiana",2021,47,1675,1315,2334.69433447816,1424.7223555006,2021-11-19
"Indiana",2021,48,1658,1301.4,2450.8701974081,1396.07235335467,2021-11-26
"Indiana",2021,49,1812,1365.4,2580.62044757459,1413.47311185028,2021-12-03
"Indiana",2021,50,1817,1369.8,2591.07650869213,1450.58975278023,2021-12-10
"Indiana",2021,51,1781,1396.2,2522.42904571845,1480.64713267014,2021-12-17
"Indiana",2021,52,1718,1419.8,2443.02239169718,1485.91928169844,2021-12-24
"Indiana",2022,1,1740,1552.6,2251.51948127623,1502.5209013248,2022-01-01
"Indiana",2022,2,1877,1550.4,2070.39413980591,1502.32778229303,2022-01-08
"Indiana",2022,3,1593,1487.6,1960.25505220999,1524.69358926202,2022-01-15
"Indiana",2022,4,1203,1444.4,1831.07157067832,1510.29822259888,2022-01-22
"Indiana",2022,5,866,1423,1765.33969399313,1491.99147403232,2022-01-29
"Iowa",2020,1,665,707.2,683.2862015489,683.2862015489,2020-01-01
"Iowa",2020,2,647,699.6,687.290461715094,687.290461715094,2020-01-08
"Iowa",2020,3,620,668.2,687.746874451552,687.746874451552,2020-01-15
"Iowa",2020,4,640,646,688.077551607393,688.077551607393,2020-01-22
"Iowa",2020,5,615,650,687.193681075287,687.193681075287,2020-01-29
"Iowa",2020,6,637,643,677.311388568506,677.311388568506,2020-02-05
"Iowa",2020,7,600,659.8,668.292745848906,668.292745848906,2020-02-12
"Iowa",2020,8,643,662.6,688.035153878037,688.035153878037,2020-02-19
"Iowa",2020,9,642,616.2,692.851738812245,692.851738812245,2020-02-26
"Iowa",2020,10,624,609,697.174003750621,697.174003750621,2020-03-04
"Iowa",2020,11,636,634.6,688.617313133769,688.617313133769,2020-03-11
"Iowa",2020,12,598,635.4,681.131743105678,681.131743105678,2020-03-18
"Iowa",2020,13,595,610,678.451871156674,678.451871156674,2020-03-25
"Iowa",2020,14,608,629,668.339167552851,668.339167552851,2020-04-01
"Iowa",2020,15,597,605.4,658.227432168202,658.227432168202,2020-04-08
"Iowa",2020,16,633,583.6,647.947598018364,647.947598018364,2020-04-15
"Iowa",2020,17,587,595.8,617.616066286391,617.616066286391,2020-04-22
"Iowa",2020,18,673,610.8,614.749256517236,614.749256517236,2020-04-29
"Iowa",2020,19,702,565.8,620.37114980331,620.37114980331,2020-05-06
"Iowa",2020,20,674,559,615.240312959673,615.240312959673,2020-05-13
"Iowa",2020,21,619,571.6,641.58770965341,641.58770965341,2020-05-20
"Iowa",2020,22,632,601.6,634.925996405242,634.925996405242,2020-05-27
"Iowa",2020,23,600,569.4,630.709157463377,630.709157463377,2020-06-03
"Iowa",2020,24,589,582.6,634.163228779199,634.163228779199,2020-06-10
"Iowa",2020,25,575,549.2,641.628542784669,641.628542784669,2020-06-17
"Iowa",2020,26,552,552.6,634.166590253851,634.166590253851,2020-06-24
"Iowa",2020,27,596,557.4,626.607509780443,626.607509780443,2020-07-01
"Iowa",2020,28,567,589.6,621.314222286723,621.314222286723,2020-07-08
"Iowa",2020,29,601,529.6,621.041168176514,621.041168176514,2020-07-15
"Iowa",2020,30,651,557.4,610.081456792463,610.081456792463,2020-07-22
"Iowa",2020,31,650,553.6,620.48445788733,620.48445788733,2020-07-29
"Iowa",2020,32,649,560.6,581.348101998249,581.348101998249,2020-08-05
"Iowa",2020,33,669,525.2,581.801378393996,581.801378393996,2020-08-12
"Iowa",2020,34,625,572.2,581.534719359238,581.534719359238,2020-08-19
"Iowa",2020,35,691,559.6,583.191713146039,583.191713146039,2020-08-26
"Iowa",2020,36,597,558.8,585.306291048454,585.306291048454,2020-09-02
"Iowa",2020,37,637,562.2,594.191184522832,594.191184522832,2020-09-09
"Iowa",2020,38,642,565.8,596.637561243921,596.637561243921,2020-09-16
"Iowa",2020,39,641,573.4,604.432183103308,604.432183103308,2020-09-23
"Iowa",2020,40,680,625.6,642.092904756895,642.092904756895,2020-09-30
"Iowa",2020,41,733,599.2,658.028199304861,658.028199304861,2020-10-07
"Iowa",2020,42,688,605.6,664.908253817704,664.908253817704,2020-10-14
"Iowa",2020,43,750,609.4,672.913559129621,672.913559129621,2020-10-21
"Iowa",2020,44,759,624,668.431101088665,668.431101088665,2020-10-28
"Iowa",2020,45,860,602,667.908572255902,667.908572255902,2020-11-04
"Iowa",2020,46,905,604.6,669.111991433718,669.111991433718,2020-11-11
"Iowa",2020,47,998,629,639.711102726004,639.711102726004,2020-11-18
"Iowa",2020,48,976,601.2,645.693750497582,645.693750497582,2020-11-25
"Iowa",2020,49,1002,632.8,654.537616110645,654.537616110645,2020-12-02
"Iowa",2020,50,950,601.4,667.197197197075,667.197197197075,2020-12-09
"Iowa",2020,51,864,634.8,682.063537907262,682.063537907262,2020-12-16
"Iowa",2020,52,834,660.4,686.98761339028,686.98761339028,2020-12-23
"Iowa",2020,53,741,NA,686.063074084341,686.063074084341,2020-12-30
"Iowa",2021,1,802,707.2,660.643119445872,683.2862015489,2021-01-01
"Iowa",2021,2,756,699.6,658.179247134296,687.290461715094,2021-01-08
"Iowa",2021,3,749,668.2,656.111962874851,687.746874451552,2021-01-15
"Iowa",2021,4,647,646,664.368919130687,688.077551607393,2021-01-22
"Iowa",2021,5,649,650,679.733053266567,687.193681075287,2021-01-29
"Iowa",2021,6,611,643,674.275928471882,677.311388568506,2021-02-05
"Iowa",2021,7,656,659.8,670.603604746351,668.292745848906,2021-02-12
"Iowa",2021,8,585,662.6,669.528892158345,688.035153878037,2021-02-19
"Iowa",2021,9,618,616.2,662.899827502547,692.851738812245,2021-02-26
"Iowa",2021,10,560,609,682.663156410889,697.174003750621,2021-03-05
"Iowa",2021,11,505,634.6,650.580417710552,688.617313133769,2021-03-12
"Iowa",2021,12,564,635.4,673.445530931093,681.131743105678,2021-03-19
"Iowa",2021,13,572,610,641.744810680014,678.451871156674,2021-03-26
"Iowa",2021,14,626,629,640.603867740563,668.339167552851,2021-04-02
"Iowa",2021,15,572,605.4,665.549953573056,658.227432168202,2021-04-09
"Iowa",2021,16,613,583.6,686.528723132271,647.947598018364,2021-04-16
"Iowa",2021,17,633,595.8,688.77877175497,617.616066286391,2021-04-23
"Iowa",2021,18,567,610.8,713.190776001256,614.749256517236,2021-04-30
"Iowa",2021,19,555,565.8,705.279634192997,620.37114980331,2021-05-07
"Iowa",2021,20,534,559,706.151154334587,615.240312959673,2021-05-14
"Iowa",2021,21,582,571.6,680.434145300425,641.58770965341,2021-05-21
"Iowa",2021,22,554,601.6,661.174951203628,634.925996405242,2021-05-28
"Iowa",2021,23,572,569.4,659.397860683696,630.709157463377,2021-06-04
"Iowa",2021,24,597,582.6,656.921622217494,634.163228779199,2021-06-11
"Iowa",2021,25,588,549.2,658.829142897399,641.628542784669,2021-06-18
"Iowa",2021,26,544,552.6,658.02606693347,634.166590253851,2021-06-25
"Iowa",2021,27,574,557.4,661.946012794438,626.607509780443,2021-07-02
"Iowa",2021,28,569,589.6,681.488441897748,621.314222286723,2021-07-09
"Iowa",2021,29,611,529.6,710.794779813591,621.041168176514,2021-07-16
"Iowa",2021,30,553,557.4,723.642106216704,610.081456792463,2021-07-23
"Iowa",2021,31,607,553.6,738.364512405141,620.48445788733,2021-07-30
"Iowa",2021,32,572,560.6,731.507535591472,581.348101998249,2021-08-06
"Iowa",2021,33,648,525.2,726.610921385318,581.801378393996,2021-08-13
"Iowa",2021,34,679,572.2,721.68606346792,581.534719359238,2021-08-20
"Iowa",2021,35,653,559.6,717.866554368057,583.191713146039,2021-08-27
"Iowa",2021,36,696,558.8,724.334317308951,585.306291048454,2021-09-03
"Iowa",2021,37,672,562.2,741.006636961302,594.191184522832,2021-09-10
"Iowa",2021,38,727,565.8,742.012967153851,596.637561243921,2021-09-17
"Iowa",2021,39,731,573.4,763.065882348321,604.432183103308,2021-09-24
"Iowa",2021,40,721,625.6,789.056860754516,642.092904756895,2021-10-01
"Iowa",2021,41,664,599.2,828.391888777109,658.028199304861,2021-10-08
"Iowa",2021,42,753,605.6,856.518499043882,664.908253817704,2021-10-15
"Iowa",2021,43,745,609.4,915.661929302916,672.913559129621,2021-10-22
"Iowa",2021,44,664,624,970.311520830254,668.431101088665,2021-10-29
"Iowa",2021,45,711,602,1057.96541493407,667.908572255902,2021-11-05
"Iowa",2021,46,776,604.6,1131.24285383332,669.111991433718,2021-11-12
"Iowa",2021,47,745,629,1163.33291809093,639.711102726004,2021-11-19
"Iowa",2021,48,749,601.2,1141.74283977357,645.693750497582,2021-11-26
"Iowa",2021,49,805,632.8,1069.47600838352,654.537616110645,2021-12-03
"Iowa",2021,50,760,601.4,1018.16287052068,667.197197197075,2021-12-10
"Iowa",2021,51,798,634.8,964.632146429051,682.063537907262,2021-12-17
"Iowa",2021,52,786,660.4,907.574070346832,686.98761339028,2021-12-24
"Iowa",2022,1,800,707.2,840.108466758882,683.2862015489,2022-01-01
"Iowa",2022,2,790,699.6,808.473156609934,687.290461715094,2022-01-08
"Iowa",2022,3,698,668.2,707.387668615816,687.746874451552,2022-01-15
"Iowa",2022,4,635,646,698.614127375102,688.077551607393,2022-01-22
"Iowa",2022,5,433,650,684.756166004456,687.193681075287,2022-01-29
"Kansas",2020,1,591,604,651.779871686516,651.779871686516,2020-01-01
"Kansas",2020,2,560,610.6,656.517469865286,656.517469865286,2020-01-08
"Kansas",2020,3,576,583.4,666.346418970274,666.346418970274,2020-01-15
"Kansas",2020,4,571,590.8,665.13260259704,665.13260259704,2020-01-22
"Kansas",2020,5,549,583.6,657.503607765779,657.503607765779,2020-01-29
"Kansas",2020,6,503,561,649.224134088429,649.224134088429,2020-02-05
"Kansas",2020,7,575,599,653.776696864296,653.776696864296,2020-02-12
"Kansas",2020,8,559,576.2,640.904885335602,640.904885335602,2020-02-19
"Kansas",2020,9,548,555.4,631.24588239155,631.24588239155,2020-02-26
"Kansas",2020,10,575,576.8,622.96623364887,622.96623364887,2020-03-04
"Kansas",2020,11,522,556.6,619.388233627806,619.388233627806,2020-03-11
"Kansas",2020,12,515,541.4,605.528045045856,605.528045045856,2020-03-18
"Kansas",2020,13,523,532,591.943713417833,591.943713417833,2020-03-25
"Kansas",2020,14,550,517.6,549.868382508012,549.868382508012,2020-04-01
"Kansas",2020,15,525,516,543.021328083104,543.021328083104,2020-04-08
"Kansas",2020,16,546,491.2,538.852527036637,538.852527036637,2020-04-15
"Kansas",2020,17,541,490.2,531.403638549045,531.403638549045,2020-04-22
"Kansas",2020,18,526,504.8,547.918638811404,547.918638811404,2020-04-29
"Kansas",2020,19,507,503.6,552.061094819938,552.061094819938,2020-05-06
"Kansas",2020,20,530,486.6,524.923711272944,524.923711272944,2020-05-13
"Kansas",2020,21,520,484.2,554.952760980141,554.952760980141,2020-05-20
"Kansas",2020,22,506,495,522.915207764695,522.915207764695,2020-05-27
"Kansas",2020,23,499,512.8,561.708209519869,561.708209519869,2020-06-03
"Kansas",2020,24,516,491,559.596835078165,559.596835078165,2020-06-10
"Kansas",2020,25,508,492.4,553.980014482806,553.980014482806,2020-06-17
